t,r1x,r1y,r1z,v1x,v1y,v1z,r2x,r2y,r2z,v2x,v2y,v2z,f,df,distance
2810.8721591508165,-2404.2639241202587,5004.460755093746,3974.071312448074,3.0345071078109362,-3.424309255916613,6.1298624343674275,-3938.9640469710325,5584.810451770078,28.109411312021372,-0.8058053332394076,-0.5350731952822693,-7.5787460344558255,4273.491027570754,-61664.14198204838,65.3719437340726
2841.584309504813,-2309.6670821721164,4896.360833695949,4159.944607645908,3.1250730266934292,-3.614527967798735,5.973146490169931,-3961.384343280874,5565.08674121665,-204.62123161588545,-0.6540759069193572,-0.7492115755309984,-7.575346640888006,4714.318531377044,-90541.49482403186,68.6608952124646
2932.3784922230852,-2014.51692344026,4543.523336137525,4679.848863747292,3.370812799297215,-4.150988577097326,5.469368962916289,-4000.266185249614,5468.516641844722,-890.1782493480497,-0.20166525960288997,-1.3761820600512766,-7.512960142102222,5985.316598726983,-103716.98739321342,77.36482791764604
3079.2865658420187,-1494.4213346120903,3875.2857781827674,5416.551571345124,3.693749662114784,-4.925789371645381,4.5375562544916415,-3975.8954341525778,5193.617199868011,-1976.902200291725,0.532681396717632,-2.3578206425923747,-7.248249756573514,7909.416547219147,-98927.79332320289,88.93490061398364
3275.887942601316,-738.1194438127987,2821.461641630744,6170.856063489617,3.9689599318455713,-5.751288086767291,3.1051889861052784,-3776.331434394021,4608.804785246791,-3342.73233595481,1.4891683490264505,-3.5672696151893346,-6.5900568984143275,10145.624270925193,-77032.1720054314,100.72548967825966
3513.590198938521,220.13276684734913,1371.5072614659534,6683.473803553163,4.0462311152895465,-6.376576152113223,1.1829547871069974,-3294.015231178824,3609.100184989415,-4773.193261017997,2.5448655830750706,-4.794325632293544,-5.374847963545358,12190.622562931852,-41844.18406471501,110.41115234853702
3782.004605629723,1280.2241006774066,-375.66550323798657,6697.7181634172985,3.793582140570868,-6.544356962395943,-1.0771063869231985,-2474.2025069554734,2180.4454841088204,-5980.827704900362,3.517619788526382,-5.770701453241155,-3.5562191813463078,13467.5516656433,540.3775344971382,116.04978098059168
4069.400165107292,2286.6842331874645,-2205.302374936026,6051.267972088961,3.1504538193868212,-6.079031444308543,-3.38249184611723,-1354.3087131244909,439.04879874535203,-6679.510994569764,4.208694778627804,-6.24357364702901,-1.264545856870196,13502.672174897963,42802.20596556697,116.20099902710804
4363.216312345157,3074.2662532021513,-3842.371711294373,4752.454914184591,2.1627050583769427,-4.964773233571961,-5.37881455000852,-67.64853690579055,-1386.1255820107342,-6687.853749100927,4.470987656008685,-6.068904574781132,1.208121959347141,12115.503947717802,77657.03788007765,110.07044992966006
4650.611871822727,3528.8838437854047,-5049.52785654764,2990.581466469141,0.9741053095405919,-3.364204111735661,-6.776634054773885,1198.8451285632111,-3029.958006158487,-6004.873996035539,4.266930862626377,-5.272339017481026,3.504080256959255,9509.256636190888,99102.80924908949,97.51541742817332
4919.026278513929,3629.905320139598,-5715.106510170267,1065.632956275879,-0.226704654511221,-1.5585719854397975,-7.4590301372417676,2273.723544642073,-4289.153785930921,-4810.248195003588,3.6820567976775536,-4.039631094559935,5.330715820644333,6196.656314813543,103447.60412009327,78.71884345449661
5156.728534851134,3450.3295012141166,-5882.400281283896,-723.9132176238713,-1.2750988504241385,0.15869038293197774,-7.509848758157449,3059.112823348472,-5087.981215074455,-3389.1014756618706,2.887141842285379,-2.6418839076413265,6.55633826913719,2808.448075464622,89945.0618181011,52.99479290897005
5353.329911610431,3119.4946249216214,-5711.407927415586,-2171.310651560547,-2.076806754834864,1.5734549801905984,-7.155602545744402,3548.7180400477205,-5481.033586487641,-2028.864592941891,2.073437939201061,-1.3403943944794061,7.22539686488235,507.5391183608276,60926.001408003125,22.528628861092002
5500.237985229363,2774.2763227591763,-5405.349091393662,-3188.9028429983573,-2.6124368041892114,2.583746966046754,-6.667111154685775,3804.2739944189334,-5603.4174755393005,-944.828050546337,1.3978562256065843,-0.32197250687089624,7.49938690100674,2477.0946616028145,21398.40037083087,49.77041954417116
5591.0321679476365,2523.3942170010823,-5143.704230127495,-3776.967907102416,-2.9092514070793425,3.174781361509051,-6.275734746154057,3911.4211065245386,-5603.800684072861,-260.2273461813095,0.960335579892357,0.31353587248411513,7.567913026266935,3808.6443212514555,-21819.266041206065,61.71421490427838
5621.744318301633,2432.5958648014603,-5043.22958490548,-3967.470616430469,-3.003053240541565,3.3675891737053982,-6.12874180319005,3938.6075680049353,-5590.875471186545,-27.692515466558007,0.8098868080367788,0.5280860294439217,7.5734464955280565,4253.215107631074,-61280.9559473827,65.21667814011285
5652.45646865563,2338.9703625567513,-4936.893744923481,-4153.3494074874,-3.093339506488563,3.556430452330507,-5.9746475090368305,3961.1584532833085,-5571.3700383175255,204.8749834644121,0.6584927708098771,0.742003379274892,7.5700410745593825,4693.418179798324,-90202.5724302889,68.50852632919732
5743.250651373902,2046.7254709931947,-4589.497394640875,-4673.768378833726,-3.3387234834117487,4.0894400111061415,-5.479370887483415,4000.489166319159,-5475.487459649195,889.9541610630646,0.20714302768417783,1.3682553467449747,7.507799708378242,5962.984108097456,-103629.23039357204,77.22036070944927
5890.158724992835,1531.2917343456354,-3930.576272284983,-5413.070652990859,-3.6627865324522886,4.861100207466318,-4.56324285368418,3977.0596737088485,-5201.847412368629,1975.9699324675207,-0.5253351680824314,2.3486228360458745,7.2439203045211285,7886.433407972052,-99276.97710277725,88.8055933371995
6086.760101752132,780.6384443872186,-2889.424366944702,-6174.669835096929,-3.943208977892028,5.688302938046125,-3.1538108830744718,3779.1933333901857,-4619.007238370051,3341.1586777356465,-1.4792861241632185,3.5565084907632296,6.588133535428799,10125.896533992878,-77908.87509686484,100.62751380210523
6324.462358089338,-172.80099350399803,-1453.2025246966152,-6702.061578483207,-4.032455072491227,6.325891520726542,-1.2578743377147386,3299.547566701371,-3622.006598653128,4771.695425602205,-2.532463129360196,4.782624584663194,5.377734468620258,12182.282849432191,-43190.604313023876,110.3733792607266
6592.87676478054,-1231.683450918889,283.6598727359695,-6739.477446988143,-3.7990854736680606,6.520136640963137,0.981610778178807,2483.279396044678,-2196.4043694887164,5981.032350217309,-3.503997995009448,5.76016275793831,3.566193280499836,13481.952273342355,-1059.5345635752833,116.11180936210732
6880.272324258109,-2243.039887645928,2111.626949478941,-6121.528072006524,-3.1789194642123344,6.0925330091118175,3.283218192785093,1367.1740962025387,-457.48289157816,6683.701649138901,-4.196480643606426,6.237474040764772,1.2821033130917152,13550.198470719813,41281.93448746289,116.40531976984477
7174.088471495974,-3042.036527203227,3758.495565719508,-4849.650577216948,-2.2107188650486957,5.01706204748088,5.298459424493144,83.52304394943752,1366.9311652218678,6698.056879280616,-4.463202294860307,6.070239873679161,-1.1853950564100022,12199.92829550244,76582.49233683595,110.4532855803866
7461.484030973544,-3512.109039231513,4985.0094266038,-3105.885610370021,-1.0317080753276235,3.444137513039668,6.733349620740861,-1181.616681919418,3012.3541315935026,6021.803751781243,-4.265546204072251,5.282117184313759,-3.4808553078454216,9624.826057251716,98771.02804611495,98.10619785340637
7729.898437664746,-3628.5501585259403,5673.767191545582,-1186.8838118426668,0.17125275985118907,1.6484447707009326,7.458408214796622,-2256.993022349426,4275.141153446153,4832.94263601135,-3.6871268935411927,4.056320781973794,-5.311727919627391,6330.531907709583,103998.57141466912,79.56463980757773
7967.600694001951,-3461.059404933818,5862.026526164691,606.903922022467,1.2300331505107058,-0.07436245324806647,7.545182970236727,-3044.1944249609273,5078.445815983425,3415.5306415285995,-2.8971271724171146,2.6624458132732784,-6.544324534420563,2945.5320725498404,91316.66719468999,54.272756264537
8164.202070761247,-3137.8553197516603,5706.405694468281,2063.6924373210713,2.0447058676042857,-1.5025565059268735,7.21452325302152,-3536.064041436583,5475.6708005418395,2056.9652622255235,-2.086282764687502,1.361937273444364,-7.2205377853989035,460.27603911778033,62867.60767201104,21.45404481951551
8311.11014438018,-2796.5439913262694,5409.778732301478,3090.9074598861816,2.5914069477147854,-2.526625664347218,6.738314369608115,-3793.6064308115956,5601.182489015545,973.2318935194875,-1.4119251126453778,0.3428269113818333,-7.500106779841054,2348.4715690642684,23539.29544723671,48.461031448621355
8401.904327098453,-2547.25062327757,5152.8910590066735,3685.680975260846,2.8952257237313272,-3.1271611082603306,6.351946050298523,-3902.048439679957,5603.415685796415,288.41229597216784,-0.9747444986188164,-0.29369219206806896,-7.571981006826335,3685.089421160435,-19868.775863814702,60.704937370533834
8432.61647745245,-2456.846024271684,5053.827476723311,3878.5440001069082,2.9913789899519885,-3.323282442867516,6.206189201918444,-3929.678071159773,5591.09302293436,55.73545551664238,-0.8243389658790697,-0.5086788052510927,-7.578609111249785,4131.797874301012,-59828.746024998865,64.27906248772622
8463.328627806446,-2363.5423826666783,4948.80042835802,4066.817415529465,3.083995029047343,-3.5154670860775763,6.053100098267722,-3952.672900062837,5572.176019306083,-177.00732258390838,-0.6729525039951584,-0.7230777978129959,-7.576273582638145,4574.273858934625,-89405.86995708731,67.63337829012112
8554.12281052472,-2071.8372230437203,4604.67002563589,4594.448325312274,3.336069646018953,-4.0584165247608235,5.5594661209869365,-3993.3101454408297,5477.937557082971,-862.7909429665401,-0.22142276881225975,-1.3509994819712596,-7.517020048830871,5851.163542769015,-103476.86288006256,76.4928986427434
8701.030884143653,-1556.0491897313473,3949.1434003433574,5345.475415855841,3.6699794732612405,-4.845703318818739,4.642023382468775,-3971.9212099209835,5206.592339845258,-1950.4780412186185,0.5119367995258698,-2.334725800334687,-7.257271095658908,7787.718041967516,-99623.07805363757,88.24804837483669
8897.632260902948,-802.8983645241408,2909.1542890187934,6121.8548115881895,3.9607973740569853,-5.691191349858583,3.22437243471295,-3776.495542980565,4625.967878241347,-3318.7033505796853,1.467984649233225,-3.5479325991753683,-6.605299644176309,10045.589454737723,94006.91301350236,100.22768806441523
9135.334517240153,155.70769770350734,1470.2374614269484,6664.172103263958,4.057343715540221,-6.344335451430286,1.3121857342384007,-3299.145416625898,3630.198295669505,-4753.585506392341,2.5245105291464474,-4.780746011343343,-5.396581069337959,12122.979406066715,104206.65120510252,110.10440230102843
9403.748923931356,-3501.047997894225,5369.530490889536,-2393.8116159888723,-0.5261518686493438,2.792999169839608,7.086458023576377,-899.5989383785281,2588.726167380935,6263.41305860309,-4.45386510207152,5.4711881318002265,-2.9019439764476607,9457.69258124111,96474.4725569372,97.25066879585512
9691.144483408925,-3471.0146983072004,5884.505000607482,-269.5688400740438,0.7340158819051226,0.7588318561902291,7.569021525103969,-2112.0637334196267,4002.651840079515,5124.090676758789,-3.9112422329641734,4.283666258813833,-4.9592083508862395,5871.940226729097,72099.89281368567,76.62858622426161
9984.96063064679,-3073.649524560709,5788.898675076503,1928.8933582781003,1.946790154302736,-1.4043668399239877,7.260543458517112,-3128.252148423123,5025.599846499536,3419.313992293176,-2.9434527474184002,2.6163652127355848,-6.541293762079107,1675.3985240943512,35260.81276729518,40.93163231651471
10272.35619012436,-2366.2902640846846,5095.677151118174,3880.6119066831047,2.933273337242136,-3.3781866957032007,6.204037484699624,-3799.874705162723,5507.872201725055,1396.391883429443,-1.6898074493544966,0.7103598872734204,-7.415055082889376,2897.6573699076744,-7684.0831198226215,53.82989290262125
10540.770596815562,-1484.9156859152656,3974.6259545372573,5346.900406175996,3.5844765026073424,-4.911866170620131,4.639402495694216,-4076.873730034902,5449.579712750373,-626.6675760769518,-0.3584930426954821,-1.1416415663314567,-7.545485497716858,6676.619618485169,-49296.284778635505,81.71058449482031
10778.472853152767,-590.7651029729661,2681.3028857374043,6248.620086975382,3.894424742525751,-5.905707932582493,2.9031644362571445,-4017.9397519101717,4990.042555761991,-2377.0830212874675,0.8513811597306683,-2.701980346475656,-7.095271507486721,9564.44243279024,-82358.58195666879,97.79796742668142
10975.074229912065,182.93389884871698,1465.1510067470297,6664.320316483799,3.9446476936522923,-6.4161979522653345,1.3089564415517019,-3755.254791165786,4343.064323141761,-3703.454211824117,1.8099930412298304,-3.852969793994884,-6.343294858982286,11457.855989873093,-101141.22727021312,107.04137513070866
11121.982303530996,757.3857549911527,507.1184906811546,6766.072900622344,3.8583870957576645,-6.597144979630767,0.07334366207837457,-3440.0571477706235,3721.1787993988814,-4581.214652969343,2.4713625033131823,-4.594211241730871,-5.579646665851174,12518.372314878508,-102403.15263440943,111.8855321964306
11212.77648624927,1103.2208201343856,-93.44075436689586,6737.9168893697015,3.753101163778299,-6.6205554600697365,-0.6929762568563574,-3198.3774843852248,3285.641508658384,-5063.335358723476,2.8477116150740818,-4.991445507478841,-5.0313253800257245,13007.363281497994,-85949.70687433306,114.04982806430702
11243.488636603266,1217.816297173596,-296.67763955642283,6712.6708739912865,3.7087190963927674,-6.61309567410255,-0.9509014368451116,-3109.0537449006283,3130.4403682532347,-5214.841351282908,2.9685349824452776,-5.114350032934702,-4.833881001031666,13142.773302637386,-54653.34486655621,114.64193518358536
11274.200786957263,1330.981779083684,-499.5661699352136,6679.520362319327,3.659988140609887,-6.5978721062895405,-1.2076738890859353,-3016.0728293981683,2971.5569002393067,-5360.195749374654,3.0858458670514257,-5.231217801130882,-4.630768960861749,13262.742672147597,-13942.2575966867,115.16398166157506
11364.994969675536,1655.8967521967538,-1095.0301635642875,6535.722385146649,3.4910769972288103,-6.507697305792844,-1.9571314294711728,-2720.8886800621426,2482.146650999528,-5752.321352734503,3.410811342332164,-5.54013877180249,-3.9995255359634307,13525.844283695078,29146.119062309484,116.30066329860324
11511.903043294467,2144.288964107401,-2032.1220212395244,6161.6903515140475,3.143016407095972,-6.221284308752029,-3.123405881220154,-2185.5506882902896,1638.5949795120948,-6259.856287994246,3.8608439298816504,-5.918108224238054,-2.89461786464101,13657.104218411827,67179.62961124082,116.86361374872774
11708.504420053765,2705.9416806380646,-3196.816456000877,5404.63025679563,2.5477533299594284,-5.579549522487151,-4.54698154341635,-1380.1934151209055,445.1201677532463,-6673.923481379318,4.298993883049387,-6.174159024023847,-1.3008601401596336,13260.907314290935,93606.88016504115,115.15601293154836
11946.20667639097,3210.0219203579163,-4396.022005154057,4147.239438984259,1.6687744540162497,-4.451434233694338,-5.970242313895523,-322.0047358435901,-1020.9158977126025,-6745.612183288538,4.552219959967604,-6.088513741600039,0.7011278627451636,11938.2063142441,103879.5574666319,109.26209916638112
12214.621083082173,3508.7433810770453,-5377.89441672332,2383.9074431419062,0.5406387017937051,-2.810329737967881,-7.070054435578399,896.0308689159021,-2585.4361598123596,-6259.272901037541,4.455619227354237,-5.481680201499762,2.89562348009709,9451.383827239455,96232.8088100261,97.21822785485989
12502.016642559742,3483.2676873699274,-5898.702255704778,265.1922899758533,-0.716027906743659,-0.7836288365969233,-7.547640322443127,2109.03834182208,-4002.1696269368185,-5121.304591052118,3.9131503850628357,-4.292537779275145,4.955719212403455,5873.643754559042,71989.73369994514,76.63970090337672
12795.832789797607,3092.1462082352637,-5812.483171840551,-1927.125891792439,-1.9220844758293343,1.3643797608233132,-7.242118263173309,3125.8028682497634,-5027.4584076129495,-3417.412226609042,2.9455367289729675,-2.623517845557176,6.538413957121764,1684.7403393268166,35334.340834935625,41.045588548914935
13083.228349275176,2392.7626216538292,-5133.14518509786,-3875.5025117872315,-2.9031148117957963,3.3220557350829543,-6.201526134861538,3798.1563209062083,-5511.6806249241035,-1395.404903398402,1.6930033775753914,-0.7170142038029493,7.411482853094635,2875.6398724872915,-7411.518458547343,53.62499298356403
13351.642755966379,1519.6406906124014,-4028.5710325822047,-5344.407744851443,-3.554279325754764,4.846837824766178,-4.662848384844431,4076.286231381058,-5455.272230805636,626.6310746315875,0.36389331095175487,1.134077346767053,7.541627899168913,6650.2043061787,-48883.14290049973,81.54878482343376
13589.345012303584,632.0663058670295,-2750.690927609817,-6254.966880991749,-3.8703483387796687,5.842616766810768,-2.9543022632950535,4018.9437065494617,-4997.707942501526,2376.2319774992993,-0.8433388419185769,2.692927054481776,7.092582332675988,9540.315389298376,-81947.52960656577,97.67453808080371
13785.94638906288,-137.78624034840968,-1546.0713245227964,-6682.936528133936,-3.930244068661512,6.36327346260487,-1.3821200720030886,3758.066344306479,-4352.632441120739,3702.2863478861623,-1.7996941640061876,3.84276562891653,6.3430052050580015,11441.47310651792,-100932.36192650009,106.96482181781971
13932.854462681813,-710.8040087400442,-594.9357898854278,-6796.481617092899,-3.8535305227797774,6.5568091972727425,-0.16016048681035155,3444.4942941731683,-3732.290147960157,4580.18988723911,-2.459606319008203,4.583524770905247,5.582011024505866,12511.520725787248,-102594.64897721054,111.85490926100314
14023.648645400086,-1056.4970079755178,2.3916393998340704,-6776.517856432987,-3.754882114038407,6.589882114218034,0.5996045948240915,3203.9168713932295,-3297.7285538762394,5062.612226544679,-2.8352428581784386,4.980722628401133,5.035647987824471,13007.956059091417,-86664.70151802231,114.0524268005351
14054.360795754083,-1171.1833084194009,204.74121175212778,-6754.167855934811,-3.712837646831351,6.585973065241997,0.8557020523000567,3114.9796061640786,-3142.8568487807374,5214.261730671035,-2.955866811823516,5.1036693538423314,4.838911740678311,13146.136773774122,-55879.42203387541,114.65660370765445
14085.07294610808,-1284.5119581225479,406.8534405635673,-6723.966181779409,-3.6664797598357945,6.574427886141835,1.1108596442604286,3022.390935402897,-2984.3010613969464,5359.781716062368,-3.073001729707616,5.220609151088867,4.63652765182597,13268.997876592659,-15507.755130832344,115.19113627615911
14175.867128826352,-1610.3407566522906,1000.7065007511461,-6589.129178075344,-3.5047214564753935,6.4957746112289145,1.8568677995808,2728.392762655262,-2495.8400618982528,5752.531152623051,-3.3975968682703965,5.529928542181805,4.0075301776515655,13541.308139713557,27546.017814815892,116.36712654230814
14322.775202445286,-2101.593852724926,1937.5070491381894,-6229.9722695826085,-3.168257441255826,6.229432757018795,3.022094160119795,2195.011367839538,-1653.7075131374888,6261.519732413993,-3.84756464666182,5.909173853063296,2.906415742125352,13689.229740552526,65910.64515166526,117.00098179311371
14519.376579204582,-2669.647453409187,3106.516714563847,-5492.22879703758,-2.5872331620089564,5.615162492476429,4.453529713014021,1392.1846251190652,-461.72419315805973,6678.39709437317,-4.286784017534158,6.168196010993963,1.3175591783344665,13317.468137689644,92997.15610285912,115.40133507758758
14757.078835541786,-3184.7486669848054,4317.828326631824,-4254.596376024854,-1.7209698576923849,4.516550378935371,5.8996708864852945,336.5714479580386,1003.4897001750421,6754.645073145273,-4.543099236887002,6.087867431086185,-0.6798019418722918,12024.472261552692,104125.17323718675,109.65615469070896
15025.49324223299,-3498.447345905529,5320.461140436932,-2505.2245093971687,-0.5982650459571838,2.897363405878557,7.038257019985748,-879.7043888106313,2568.805380826256,6274.398672858632,-4.451931074217095,5.488419547884079,-2.8722106148135924,9566.14903276842,97337.83557288282,97.80669216760386
15312.888801710558,-3488.946715064721,5867.466629614856,-388.9110425229043,0.6644858043861603,0.8754447464695988,7.562564930249269,-2092.635635363232,3988.614029014072,5142.918100488118,-3.9163978043998866,4.307027297376022,-4.934840596434317,6006.738332368702,73761.03947958053,77.50315046737585
15606.704948948423,-3110.7021666606443,5806.447977133261,1814.0868876276509,1.8873615715625625,-1.287695034203356,7.2976136309752615,-3111.3480976499495,5019.0536633967295,3444.169758269691,-2.95532620086642,2.6435420528319846,-6.525001601938057,1810.2929010776297,37433.51086973724,42.547536956651555
15894.100508425992,-2418.232471982758,5145.285138225742,3782.173600269697,2.889990551726129,-3.2737093463602407,6.279874867843713,-3787.18877198012,5509.337966265429,1424.576302463698,-1.7070342512886505,0.7384548769914783,-7.408387388236147,2750.425572802927,-5375.874083429148,52.444499929000436
16162.514915117195,-1545.9738865161253,4049.627457304609,5272.9156252922285,3.560342706521924,-4.828557419778837,4.744376830190405,-4069.3074330687937,5458.405504984307,-597.9835335503108,-0.37912375993473096,-1.1153124805766905,-7.5484581659081025,6543.647660753162,-47252.70318741952,80.89281587850161
16400.217171454402,-655.3467258178415,2773.2326392221776,6201.880744596851,3.889078893398869,-5.847412377006066,3.026065897020307,-4015.482001358819,5004.738846101397,-2350.106204816419,0.8292846179965085,-2.6792087758645065,-7.106574784457441,9455.506850730437,-80933.67339693393,97.23943053479096
16596.818548213698,118.8614695862748,1566.2372424747152,6642.661535744752,3.9551460832821492,-6.3817101262011855,1.4401671544630863,-3757.1623064232112,4361.844203786377,-3679.3301909018705,1.7878616640129827,-3.8343663632723057,-6.360892111927253,11374.64249105379,-100581.04227566716,106.6519689975473
16743.72662183263,695.7082185672931,611.8908344716633,6763.8880953937605,3.880416485504625,-6.581557584148587,0.2066574460779275,-3445.1739008846266,3742.424862478092,-4559.987459244447,2.4499013217324452,-4.579314486340398,-5.60139613054286,12457.018327217615,-102803.21383626894,111.61101346738867
16834.520804550903,1043.8561158562213,12.206868184806991,6747.824434319324,3.781973877597646,-6.616877339582232,-0.560148418285869,-3205.412518992271,3308.1279254711985,-5044.187998709423,2.8269532136806705,-4.979042756491891,-5.055350221601043,12960.360209796469,-87239.12406547938,113.84357781533602
16865.2329549049,1159.3729860168153,-190.97910325002871,6726.650981109721,3.7398421164843603,-6.613458620051303,-0.8185461510819859,-3116.72198555893,3153.2943290924795,-5196.442889249254,2.9480625821620823,-5.102820255683924,-4.858620046802871,13100.737400528225,-56607.89253501024,114.45845272642919
16895.945105258896,1273.5284117666802,-393.9408202896527,6697.556138850754,3.693324534685104,-6.602274775360604,-1.0759460881898542,-3024.365125506692,2994.751390014793,-5342.567670899253,3.0656832990494696,-5.220574117776214,-4.656192829318666,13225.721345470094,-16223.670359131866,115.0031362418873
16986.73928797717,1601.7591323592508,-990.3451454889362,6565.603397682071,3.530716375073183,-6.523989621259091,-1.82815643210817,-2730.965399622522,2506.186278524227,-5737.087465465502,3.3917002443284585,-5.532181118303419,-4.026794984795509,13503.867458743918,26931.663725943763,116.2061420869995
17133.6473615961,2096.673012184608,-1931.2214931794445,6210.029146759801,3.1919632162923093,-6.256396799505644,-3.0016585198913472,-2198.2861932578694,1663.4749898575692,-6248.813084980678,3.8438384585349734,-5.91464882546712,-2.924272227237712,13659.841402336038,65413.839933434356,116.87532418066715
17330.2487383554,2669.010170411561,-3105.177759716174,5475.548530030303,2.607061110860782,-5.6382759935815265,-4.4399509779813675,-1395.9392040270604,470.0778623280087,-6668.925606926207,4.285497179246615,-6.17682901480547,-1.3324588943767481,13296.409975738301,92593.86363201334,115.31006016709166
17567.950994692605,3188.3103409804085,-4321.375896544025,4240.8143574851165,1.7367719108504012,-4.534837252492561,-5.887760407629029,-340.3705967801991,-997.4577604140004,-6748.210482243794,4.5437997485549335,-6.098386084484994,0.6691841529081818,12010.773824545537,103793.55598637815,109.59367602442002
17836.365401383806,3505.9704390283177,-5328.608874704619,2495.1182172714043,0.612695077955839,-2.9144662223248194,-7.022107089769442,876.2556722119976,-2565.632695286679,-6270.203657853493,4.45361818657284,-5.498838490603193,2.8659411632750222,9559.304613693708,97088.13327533314,97.77169638343045
18123.760960861375,3500.9785110797116,-5881.317972766789,384.2768756631618,-0.6467635809928083,-0.8995753792487593,-7.541242885915025,2089.7075363305075,-3988.2263939907434,-5140.067760949058,3.9182212657314803,-4.315815885765179,4.931363770199552,6007.817004026383,73638.25965989883,77.51010904408781
18417.57710809924,3128.8875127093324,-5829.444685504312,-1812.5165799089327,-1.8629635119612329,1.2486319425323786,-7.278669391204773,3108.9700311305146,-5020.982923002413,-3442.2070386534047,2.9573197303154215,-2.650618160210336,6.522086626397304,1819.312540170843,37491.207198346645,42.653400100939706
