Test Name,Test ID,Algorithm Name,Degree,timeIntervalSizeSec,segmentSizeSec,Tmin Factor,numberOfPointsPerSegment,initialNumberOfPoints,Number of Points,runTimeSec,runTimeMicro,numberOfIterations,avgTimeMicro,minTimeMicro,TCA Distance,TCA Time,TOLd,TOLt
STARLINK5447_UNICORN2N,1,ANCAS,15,1209600.000000000000000000000000000000,2863.132663226765544095542281866074,0.500000000000000000000000000000,16,6331,6328,0.001376000000000000052929882699,1376.000000000000000000000000000000,1,1376.000000000000000000000000000000,1376.000000000000000000000000000000,0.131262924146326398489037501349,577578.396926638903096318244934082031,0.000000000000000000000000000000,0.000000000000000000000000000000
