Test ID,Test Name,Algorithm Name,numberOfPointsPerSegment,Catch Polynomial Degree,Time Interval[Sec],Segment Size[Sec],Tmin Factor,Number Of Input Points,Number Of Iterations,TOLd[Km],TOLt[Sec],Run Time[Sec],Run Time[Micro],Avg Run Time[Micro],Min Run Time[Micro],TCA Distance[Km],TCA[Sec],Real TCA Distance[Km],Real TCA[Sec],Error Time[Sec],Error Distance[Km],Number of Points Used
1,STARLINK5447_UNICORN2N,ANCAS,16,15,1209600.000000000000000000000000000000,2863.132663226765544095542281866074,2,6331,1,0.000000010000000000000000209226,0.000400000000000000019168694410,0.001376000000000000052929882699,1376.000000000000000000000000000000,1376.000000000000000000000000000000,1376.000000000000000000000000000000,0.131262924146326398489037501349,577578.396926638903096318244934082031,0.011885297650049194556620690832,577578.406460005207918584346771240234,0.009533366304822266101837158203,0.119377626496277200462969858563,6328
