Test ID,Test Name,Algorithm Name,numberOfPointsPerSegment,Catch Polynomial Degree,Time Interval[Sec],Segment Size[Sec],Tmin Factor,Number Of Input Points,Number Of Iterations,TOLd[Km],TOLt[Sec],Run Time[Sec],Run Time[Micro],Avg Run Time[Micro],Min Run Time[Micro],TCA Distance[Km],TCA[Sec],Real TCA Distance[Km],Real TCA[Sec],Error Time[Sec],Error Distance[Km],Number of Points Used,FullTolReached,ToldReached,ToldReached,NoRootsFound
1339,,ANCAS,16,15,604800.000000000000000000000000000000,3141.926172677033264335477724671364,2,2881,1,0.000000010000000000000000209226,0.000100000000000000004792173602,0.024403000000000001079580869146,24403.000000000000000000000000000000,24403.000000000000000000000000000000,24403.000000000000000000000000000000,34785.442143277767172548919916152954,39388.675938387728820089250802993774,34785.498034859236213378608226776123,39388.675440265818906482309103012085,0.000498121909913606941699981689,0.055891581469040829688310623169,2878,0,0,0,753
1340,,SBO ANCAS,16,15,604800.000000000000000000000000000000,3141.926172677033264335477724671364,2,2881,1,0.000000010000000000000000209226,0.000100000000000000004792173602,0.117943000000000006166622767978,117943.000000000000000000000000000000,117943.000000000000000000000000000000,117943.000000000000000000000000000000,34785.498034860858751926571130752563,39388.674840096347907092422246932983,34785.498034859236213378608226776123,39388.675440265818906482309103012085,0.000600169470999389886856079102,0.000000001622538547962903976440,3818,43,205,205,916
1341,,CATCH,16,15,604800.000000000000000000000000000000,3141.926172677033264335477724671364,2,2881,1,0.000000010000000000000000209226,0.000100000000000000004792173602,0.655347000000000012853718089900,655347.000000000000000000000000000000,655347.000000000000000000000000000000,655347.000000000000000000000000000000,34785.498034886935784015804529190063,39388.674588587789912708103656768799,34785.498034859243489336222410202026,39388.675410265801474452018737792969,0.000821678011561743915081024170,0.000000027692294679582118988037,2881,0,0,0,0
1342,,ANCAS,16,15,604800.000000000000000000000000000000,3141.926172677033264335477724671364,2,2881,1,0.000000010000000000000000209226,0.000100000000000000004792173602,0.024379999999999998894217867473,24380.000000000000000000000000000000,24380.000000000000000000000000000000,24380.000000000000000000000000000000,34782.640803104142833035439252853394,329489.849799510033335536718368530273,34782.604724905133480206131935119629,329489.849951531738042831420898437500,0.000152021704707294702529907227,0.036078199009352829307317733765,2878,0,0,0,754
1343,,SBO ANCAS,16,15,604800.000000000000000000000000000000,3141.926172677033264335477724671364,2,2881,1,0.000000010000000000000000209226,0.000100000000000000004792173602,0.116865999999999997660538042510,116866.000000000000000000000000000000,116866.000000000000000000000000000000,116866.000000000000000000000000000000,34782.604724905802868306636810302734,329489.849590634228661656379699707031,34782.604724905133480206131935119629,329489.849951531738042831420898437500,0.000360897509381175041198730469,0.000000000669388100504875183105,3797,30,202,202,929
1344,,CATCH,16,15,604800.000000000000000000000000000000,3141.926172677033264335477724671364,2,2881,1,0.000000010000000000000000209226,0.000100000000000000004792173602,0.649402000000000034773961488099,649402.000000000000000000000000000000,649402.000000000000000000000000000000,649402.000000000000000000000000000000,34782.604724879449349828064441680908,329489.850088404258713126182556152344,34782.604724905133480206131935119629,329489.849951531738042831420898437500,0.000136872520670294761657714844,0.000000025684130378067493438721,2881,0,0,0,0
1345,,ANCAS,16,15,604800.000000000000000000000000000000,3141.926172677033264335477724671364,2,2881,1,0.000000010000000000000000209226,0.000100000000000000004792173602,0.024386000000000001425304319014,24386.000000000000000000000000000000,24386.000000000000000000000000000000,24386.000000000000000000000000000000,34798.873661513978731818497180938721,137829.208260532410349696874618530273,34798.854871448827907443046569824219,137829.208801096683600917458534240723,0.000540564273251220583915710449,0.018790065150824375450611114502,2878,0,0,0,754
1346,,SBO ANCAS,16,15,604800.000000000000000000000000000000,3141.926172677033264335477724671364,2,2881,1,0.000000010000000000000000209226,0.000100000000000000004792173602,0.118134000000000002894573469803,118134.000000000000000000000000000000,118134.000000000000000000000000000000,118134.000000000000000000000000000000,34798.854871450537757482379674911499,137829.208171655714977532625198364258,34798.854871448827907443046569824219,137829.208801096683600917458534240723,0.000629440968623384833335876465,0.000000001709850039333105087280,3816,36,204,204,923
1347,,CATCH,16,15,604800.000000000000000000000000000000,3141.926172677033264335477724671364,2,2881,1,0.000000010000000000000000209226,0.000100000000000000004792173602,0.653769000000000044536818677443,653769.000000000000000000000000000000,653769.000000000000000000000000000000,653769.000000000000000000000000000000,34798.854871424118755385279655456543,137829.208112658816389739513397216797,34801.368961507629137486219406127930,137805.492096515459707006812095642090,23.716016143356682732701301574707,2.514090083510382100939750671387,2881,0,0,0,0
1348,,ANCAS,16,15,604800.000000000000000000000000000000,3141.926172677033264335477724671364,2,2881,1,0.000000010000000000000000209226,0.000100000000000000004792173602,0.024385000000000000425215418431,24385.000000000000000000000000000000,24385.000000000000000000000000000000,24385.000000000000000000000000000000,34791.161189562342769932001829147339,33578.998884483618894591927528381348,34790.883072966207691933959722518921,33579.000243950104049872606992721558,0.001359466485155280679464340210,0.278116596135077998042106628418,2878,0,0,0,753
1349,,SBO ANCAS,16,15,604800.000000000000000000000000000000,3141.926172677033264335477724671364,2,2881,1,0.000000010000000000000000209226,0.000100000000000000004792173602,0.119303000000000006264322394145,119303.000000000000000000000000000000,119303.000000000000000000000000000000,119303.000000000000000000000000000000,34790.883072966877080034464597702026,33578.999863780707528349012136459351,34790.883072966207691933959722518921,33579.000243950104049872606992721558,0.000380169396521523594856262207,0.000000000669388100504875183105,3826,44,201,201,915
1350,,CATCH,16,15,604800.000000000000000000000000000000,3141.926172677033264335477724671364,2,2881,1,0.000000010000000000000000209226,0.000100000000000000004792173602,0.663958000000000048146375775104,663958.000000000000000000000000000000,663958.000000000000000000000000000000,663958.000000000000000000000000000000,34790.883072920529230032116174697876,33578.999809651264513377100229263306,34790.883072966200415976345539093018,33579.000243948998104315251111984253,0.000434297733590938150882720947,0.000000045671185944229364395142,2881,0,0,0,0
1351,,ANCAS,16,15,604800.000000000000000000000000000000,3141.926172677033264335477724671364,2,2881,1,0.000000010000000000000000209226,0.000100000000000000004792173602,0.024387999999999999956035168225,24388.000000000000000000000000000000,24388.000000000000000000000000000000,24388.000000000000000000000000000000,34790.314877177093876525759696960449,121228.119351961140637286007404327393,34790.816268062844756059348583221436,121228.100233723438577726483345031738,0.019118237702059559524059295654,0.501390885750879533588886260986,2878,0,0,0,753
1352,,SBO ANCAS,16,15,604800.000000000000000000000000000000,3141.926172677033264335477724671364,2,2881,1,0.000000010000000000000000209226,0.000100000000000000004792173602,0.116431999999999993833377232022,116432.000000000000000000000000000000,116432.000000000000000000000000000000,116432.000000000000000000000000000000,34790.816268063303141389042139053345,121228.099953554075909778475761413574,34790.816268062844756059348583221436,121228.100233723438577726483345031738,0.000280169362667948007583618164,0.000000000458385329693555831909,3802,39,200,200,920
1353,,CATCH,16,15,604800.000000000000000000000000000000,3141.926172677033264335477724671364,2,2881,1,0.000000010000000000000000209226,0.000100000000000000004792173602,0.658776000000000028222757464391,658776.000000000000000000000000000000,658776.000000000000000000000000000000,658776.000000000000000000000000000000,34790.816268061222217511385679244995,121228.100588571367552503943443298340,34790.816268062830204144120216369629,121228.100259205646580085158348083496,0.000329365720972418785095214844,0.000000001607986632734537124634,2881,0,0,0,0
1354,,ANCAS,16,15,604800.000000000000000000000000000000,2954.478117220465719583444297313690,2,3061,1,0.000000010000000000000000209226,0.000100000000000000004792173602,0.026810000000000000497379915032,26810.000000000000000000000000000000,26810.000000000000000000000000000000,26810.000000000000000000000000000000,301.513907559212213982391403988004,521533.504771341802552342414855957031,301.491282770520626854704460129142,521533.521806610398925840854644775391,0.017035268596373498439788818359,0.022624788691587127686943858862,3058,0,0,0,624
1355,,SBO ANCAS,16,15,604800.000000000000000000000000000000,2954.478117220465719583444297313690,2,3061,1,0.000000010000000000000000209226,0.000100000000000000004792173602,0.188224000000000002419398015263,188224.000000000000000000000000000000,188224.000000000000000000000000000000,188224.000000000000000000000000000000,301.491282770628629350539995357394,521533.521785713499411940574645996094,301.491282770520626854704460129142,521533.521806610398925840854644775391,0.000020896899513900279998779297,0.000000000108002495835535228252,5020,90,394,394,929
1356,,CATCH,16,15,604800.000000000000000000000000000000,2954.478117220465719583444297313690,2,3061,1,0.000000010000000000000000209226,0.000100000000000000004792173602,0.661834999999999951114659779705,661835.000000000000000000000000000000,661835.000000000000000000000000000000,661835.000000000000000000000000000000,301.491282724687494010140653699636,521533.521786739700473845005035400391,301.491282770220379916281672194600,521533.521806603355798870325088500977,0.000019863655325025320053100586,0.000000045532885906141018494964,3061,0,0,0,0
1357,,ANCAS,16,15,604800.000000000000000000000000000000,3141.926172677033264335477724671364,2,2881,1,0.000000010000000000000000209226,0.000100000000000000004792173602,0.025202999999999999708455433733,25203.000000000000000000000000000000,25203.000000000000000000000000000000,25203.000000000000000000000000000000,417.022379792083143001946154981852,534570.812097594491206109523773193359,417.054194016240785458649042993784,534570.784777343156747519969940185547,0.027320251334458589553833007812,0.031814224157642456702888011932,2878,0,0,0,591
1358,,SBO ANCAS,16,15,604800.000000000000000000000000000000,3141.926172677033264335477724671364,2,2881,1,0.000000010000000000000000209226,0.000100000000000000004792173602,0.173617999999999994553689930399,173618.000000000000000000000000000000,173618.000000000000000000000000000000,173618.000000000000000000000000000000,417.054194016576047943090088665485,534570.784819356515072286128997802734,417.054194016240785458649042993784,534570.784777343156747519969940185547,0.000042013358324766159057617188,0.000000000335262484441045671701,4689,72,368,368,887
1359,,CATCH,16,15,604800.000000000000000000000000000000,3141.926172677033264335477724671364,2,2881,1,0.000000010000000000000000209226,0.000100000000000000004792173602,0.614064999999999971969089074264,614065.000000000000000000000000000000,614065.000000000000000000000000000000,614065.000000000000000000000000000000,417.054194022986166601185686886311,534570.784819433349184691905975341797,417.054194016240785458649042993784,534570.784777343156747519969940185547,0.000042090192437171936035156250,0.000000006745381142536643892527,2881,0,0,0,0
1360,,ANCAS,16,15,604800.000000000000000000000000000000,3141.926172677033264335477724671364,2,2881,1,0.000000010000000000000000209226,0.000100000000000000004792173602,0.025205000000000001708633234898,25205.000000000000000000000000000000,25205.000000000000000000000000000000,25205.000000000000000000000000000000,419.327242980193886978668160736561,22575.791947049274313030764460563660,419.420307313245132263546111062169,22575.607405773273058002814650535583,0.184541276001255027949810028076,0.093064333051245284877950325608,2878,0,0,0,592
1361,,SBO ANCAS,16,15,604800.000000000000000000000000000000,3141.926172677033264335477724671364,2,2881,1,0.000000010000000000000000209226,0.000100000000000000004792173602,0.171745000000000008766321002440,171745.000000000000000000000000000000,171745.000000000000000000000000000000,171745.000000000000000000000000000000,419.420307313973751206503948196769,22575.607485785902099451050162315369,419.420307313245132263546111062169,22575.607405773273058002814650535583,0.000080012629041448235511779785,0.000000000728618942957837134600,4672,74,367,367,885
1362,,CATCH,16,15,604800.000000000000000000000000000000,3141.926172677033264335477724671364,2,2881,1,0.000000010000000000000000209226,0.000100000000000000004792173602,0.611769000000000007233325050038,611769.000000000000000000000000000000,611769.000000000000000000000000000000,611769.000000000000000000000000000000,419.420307254784802353242412209511,22575.607449458799237618222832679749,419.420307313245132263546111062169,22575.607405773273058002814650535583,0.000043685526179615408182144165,0.000000058460329910303698852658,2881,0,0,0,0
1363,,ANCAS,16,15,604800.000000000000000000000000000000,3141.926172677033264335477724671364,2,2881,1,0.000000010000000000000000209226,0.000100000000000000004792173602,0.025270000000000000794919685632,25270.000000000000000000000000000000,25270.000000000000000000000000000000,25270.000000000000000000000000000000,411.605852502284164984303060919046,162352.408266719605308026075363159180,411.581923646147743056644685566425,162352.396596012025838717818260192871,0.011670707579469308257102966309,0.023928856136421927658375352621,2878,0,0,0,591
1364,,SBO ANCAS,16,15,604800.000000000000000000000000000000,3141.926172677033264335477724671364,2,2881,1,0.000000010000000000000000209226,0.000100000000000000004792173602,0.176382000000000010997425192727,176382.000000000000000000000000000000,176382.000000000000000000000000000000,176382.000000000000000000000000000000,411.581923647321843873214675113559,162352.396746570186223834753036499023,411.581923646147743056644685566425,162352.396596012025838717818260192871,0.000150558160385116934776306152,0.000000001174100816569989547133,4727,85,368,368,874
1365,,CATCH,16,15,604800.000000000000000000000000000000,3141.926172677033264335477724671364,2,2881,1,0.000000010000000000000000209226,0.000100000000000000004792173602,0.624696999999999946773243664211,624697.000000000000000000000000000000,624697.000000000000000000000000000000,624697.000000000000000000000000000000,411.581923636678823186230147257447,162352.396745525416918098926544189453,411.581923646153313711693044751883,162352.396595991711365059018135070801,0.000149533705553039908409118652,0.000000009474490525462897494435,2881,0,0,0,0
1366,,ANCAS,16,15,604800.000000000000000000000000000000,3141.926172677033264335477724671364,2,2881,1,0.000000010000000000000000209226,0.000100000000000000004792173602,0.025285999999999999449107335181,25286.000000000000000000000000000000,25286.000000000000000000000000000000,25286.000000000000000000000000000000,428.084907271851022869668668136001,81009.441511656579677946865558624268,428.197477433296285198593977838755,81009.245673135650577023625373840332,0.195838520929100923240184783936,0.112570161445262328925309702754,2878,0,0,0,591
1367,,SBO ANCAS,16,15,604800.000000000000000000000000000000,3141.926172677033264335477724671364,2,2881,1,0.000000010000000000000000209226,0.000100000000000000004792173602,0.177137999999999989908516795367,177138.000000000000000000000000000000,177138.000000000000000000000000000000,177138.000000000000000000000000000000,428.197477434505572091438807547092,81009.245472966314991936087608337402,428.197477433296285198593977838755,81009.245673135650577023625373840332,0.000200169335585087537765502930,0.000000001209286892844829708338,4732,86,365,365,873
1368,,CATCH,16,15,604800.000000000000000000000000000000,3141.926172677033264335477724671364,2,2881,1,0.000000010000000000000000209226,0.000100000000000000004792173602,0.613061999999999995836219568446,613062.000000000000000000000000000000,613062.000000000000000000000000000000,613062.000000000000000000000000000000,428.197477487696232856251299381256,81009.245478613054729066789150238037,428.197477433296796789363725110888,81009.245673136159894056618213653564,0.000194523105164989829063415527,0.000000054399436066887574270368,2881,0,0,0,0
1369,,ANCAS,16,15,604800.000000000000000000000000000000,3141.926172677033264335477724671364,2,2881,1,0.000000010000000000000000209226,0.000100000000000000004792173602,0.025292999999999999510835735350,25293.000000000000000000000000000000,25293.000000000000000000000000000000,25293.000000000000000000000000000000,430.658547427430562493100296705961,418577.186366305686533451080322265625,430.784463220835618812998291105032,418577.388412804575636982917785644531,0.202046498889103531837463378906,0.125915793405056319897994399071,2878,0,0,0,591
1370,,SBO ANCAS,16,15,604800.000000000000000000000000000000,3141.926172677033264335477724671364,2,2881,1,0.000000010000000000000000209226,0.000100000000000000004792173602,0.170859000000000010865974786611,170859.000000000000000000000000000000,170859.000000000000000000000000000000,170859.000000000000000000000000000000,430.784463220945667671912815421820,418577.388461907801683992147445678711,430.784463220835618812998291105032,418577.388412804575636982917785644531,0.000049103226047009229660034180,0.000000000110048858914524316788,4653,73,366,366,886
1371,,CATCH,16,15,604800.000000000000000000000000000000,3141.926172677033264335477724671364,2,2881,1,0.000000010000000000000000209226,0.000100000000000000004792173602,0.629936999999999969190866977442,629937.000000000000000000000000000000,629937.000000000000000000000000000000,629937.000000000000000000000000000000,430.784463226220907472452381625772,418577.388461850699968636035919189453,430.784463220840507347020320594311,418577.388435093103908002376556396484,0.000026757596060633659362792969,0.000000005380400125432061031461,2881,0,0,0,0
1372,,ANCAS,16,15,604800.000000000000000000000000000000,3141.926172677033264335477724671364,2,2881,1,0.000000010000000000000000209226,0.000100000000000000004792173602,0.025211999999999998300914683114,25212.000000000000000000000000000000,25212.000000000000000000000000000000,25212.000000000000000000000000000000,437.132721021069244216050719842315,252988.175765889638569205999374389648,437.081077703348171326069859787822,252988.194910067162709310650825500488,0.019144177524140104651451110840,0.051643317721072889980860054493,2878,0,0,0,591
1373,,SBO ANCAS,16,15,604800.000000000000000000000000000000,3141.926172677033264335477724671364,2,2881,1,0.000000010000000000000000209226,0.000100000000000000004792173602,0.176468000000000013738343795922,176468.000000000000000000000000000000,176468.000000000000000000000000000000,176468.000000000000000000000000000000,437.081077703356243091548094525933,252988.194910625490592792630195617676,437.081077703348171326069859787822,252988.194910067162709310650825500488,0.000000558327883481979370117188,0.000000000008071765478234738111,4725,82,366,366,877
1374,,CATCH,16,15,604800.000000000000000000000000000000,3141.926172677033264335477724671364,2,2881,1,0.000000010000000000000000209226,0.000100000000000000004792173602,0.613515000000000032542857297813,613515.000000000000000000000000000000,613515.000000000000000000000000000000,613515.000000000000000000000000000000,437.081077813157207856420427560806,252988.194900828209938481450080871582,437.081077703349535568122519180179,252988.194902119837934151291847229004,0.000001291627995669841766357422,0.000000109807672288297908380628,2881,0,0,0,0
1375,,ANCAS,16,15,604800.000000000000000000000000000000,3141.926172677033264335477724671364,2,2881,1,0.000000010000000000000000209226,0.000100000000000000004792173602,0.024389000000000000956124068807,24389.000000000000000000000000000000,24389.000000000000000000000000000000,24389.000000000000000000000000000000,34784.298941555753117427229881286621,139879.228070842364104464650154113770,34784.099500475371314678341150283813,139879.231741454568691551685333251953,0.003670612204587087035179138184,0.199441080381802748888731002808,2878,0,0,0,753
1376,,SBO ANCAS,16,15,604800.000000000000000000000000000000,3141.926172677033264335477724671364,2,2881,1,0.000000010000000000000000209226,0.000100000000000000004792173602,0.118365999999999998992805672060,118366.000000000000000000000000000000,118366.000000000000000000000000000000,118366.000000000000000000000000000000,34784.099500476921093650162220001221,139879.231162013544235378503799438477,34784.099500475371314678341150283813,139879.231741454568691551685333251953,0.000579441024456173181533813477,0.000000001549778971821069717407,3812,41,205,205,918
1377,,CATCH,16,15,604800.000000000000000000000000000000,3141.926172677033264335477724671364,2,2881,1,0.000000010000000000000000209226,0.000100000000000000004792173602,0.673903000000000029778846055706,673903.000000000000000000000000000000,673903.000000000000000000000000000000,673903.000000000000000000000000000000,34784.099500536445702891796827316284,139879.231193448300473392009735107422,34784.099500475364038720726966857910,139879.231747822486795485019683837891,0.000554374186322093009948730469,0.000000061081664171069860458374,2881,0,0,0,0
1378,,ANCAS,16,15,604800.000000000000000000000000000000,3141.926172677033264335477724671364,2,2881,1,0.000000010000000000000000209226,0.000100000000000000004792173602,0.024382000000000000894395668638,24382.000000000000000000000000000000,24382.000000000000000000000000000000,24382.000000000000000000000000000000,34791.579539851984009146690368652344,379396.392028707836288958787918090820,34791.933965954674931708723306655884,379396.382762923429254442453384399414,0.009265784407034516334533691406,0.354426102690922562032938003540,2878,0,0,0,753
1379,,SBO ANCAS,16,15,604800.000000000000000000000000000000,3141.926172677033264335477724671364,2,2881,1,0.000000010000000000000000209226,0.000100000000000000004792173602,0.120089000000000001300293206441,120089.000000000000000000000000000000,120089.000000000000000000000000000000,120089.000000000000000000000000000000,34791.933965955518942791968584060669,379396.382302025740500539541244506836,34791.933965954674931708723306655884,379396.382762923429254442453384399414,0.000460897688753902912139892578,0.000000000844011083245277404785,3837,49,205,205,910
1380,,CATCH,16,15,604800.000000000000000000000000000000,3141.926172677033264335477724671364,2,2881,1,0.000000010000000000000000209226,0.000100000000000000004792173602,0.658190999999999970526687320671,658191.000000000000000000000000000000,658191.000000000000000000000000000000,658191.000000000000000000000000000000,34791.933965961310605052858591079712,379396.382401842856779694557189941406,34791.933965954674931708723306655884,379396.382762923429254442453384399414,0.000361080572474747896194458008,0.000000006635673344135284423828,2881,0,0,0,0
1381,,ANCAS,16,15,604800.000000000000000000000000000000,3141.926172677033264335477724671364,2,2881,1,0.000000010000000000000000209226,0.000100000000000000004792173602,0.024299999999999998684385715819,24300.000000000000000000000000000000,24300.000000000000000000000000000000,24300.000000000000000000000000000000,34302.780528016104653943330049514771,119477.542723175982246175408363342285,34303.344425821298500522971153259277,119477.551989240368129685521125793457,0.009266064385883510112762451172,0.563897805193846579641103744507,2878,0,0,0,754
1382,,SBO ANCAS,16,15,604800.000000000000000000000000000000,3141.926172677033264335477724671364,2,2881,1,0.000000010000000000000000209226,0.000100000000000000004792173602,0.110660999999999995480060022146,110661.000000000000000000000000000000,110661.000000000000000000000000000000,110661.000000000000000000000000000000,34303.344425844246870838105678558350,119477.554189071845030412077903747559,34303.344425821298500522971153259277,119477.551989240368129685521125793457,0.002199831476900726556777954102,0.000000022948370315134525299072,3764,31,198,198,928
1383,,CATCH,16,15,604800.000000000000000000000000000000,3141.926172677033264335477724671364,2,2881,1,0.000000010000000000000000209226,0.000100000000000000004792173602,0.672679999999999944648720884288,672680.000000000000000000000000000000,672680.000000000000000000000000000000,672680.000000000000000000000000000000,34303.344425831826811190694570541382,119477.554103198344819247722625732422,34303.344425821305776480585336685181,119477.551959211588837206363677978516,0.002143986755982041358947753906,0.000000010521034710109233856201,2881,0,0,0,0
1384,,ANCAS,16,15,604800.000000000000000000000000000000,2953.344493197242172755068168044090,2,3061,1,0.000000010000000000000000209226,0.000100000000000000004792173602,0.026813000000000000028199664825,26813.000000000000000000000000000000,26813.000000000000000000000000000000,26813.000000000000000000000000000000,318.979983314129185600904747843742,323478.398605408379808068275451660156,318.968224830012559323222376406193,323478.406764166895300149917602539062,0.008158758515492081642150878906,0.011758484116626277682371437550,3058,0,0,0,624
1385,,SBO ANCAS,16,15,604800.000000000000000000000000000000,2953.344493197242172755068168044090,2,3061,1,0.000000010000000000000000209226,0.000100000000000000004792173602,0.188973000000000002085442929456,188973.000000000000000000000000000000,188973.000000000000000000000000000000,188973.000000000000000000000000000000,318.968224830139945424889447167516,323478.406703269924037158489227294922,318.968224830012559323222376406193,323478.406764166895300149917602539062,0.000060896971262991428375244141,0.000000000127386101667070761323,5028,87,395,395,932
1386,,CATCH,16,15,604800.000000000000000000000000000000,2953.344493197242172755068168044090,2,3061,1,0.000000010000000000000000209226,0.000100000000000000004792173602,0.664717000000000002302158463863,664717.000000000000000000000000000000,664717.000000000000000000000000000000,664717.000000000000000000000000000000,318.968224778603314462088746950030,323478.406704244611319154500961303711,318.968224830028077576571376994252,323478.406714167154859751462936401367,0.000009922543540596961975097656,0.000000051424763114482630044222,3061,0,0,0,0
1387,,ANCAS,16,15,604800.000000000000000000000000000000,3141.926172677033264335477724671364,2,2881,1,0.000000010000000000000000209226,0.000100000000000000004792173602,0.024379999999999998894217867473,24380.000000000000000000000000000000,24380.000000000000000000000000000000,24380.000000000000000000000000000000,34774.146497788104170467704534530640,574803.514082893030717968940734863281,34774.383824570228171069175004959106,574803.508922305190935730934143066406,0.005160587839782238006591796875,0.237326782124000601470470428467,2878,0,0,0,754
1388,,SBO ANCAS,16,15,604800.000000000000000000000000000000,3141.926172677033264335477724671364,2,2881,1,0.000000010000000000000000209226,0.000100000000000000004792173602,0.121708999999999997743138635542,121709.000000000000000000000000000000,121709.000000000000000000000000000000,121709.000000000000000000000000000000,34774.383824572418234311044216156006,574803.508244321448728442192077636719,34774.383824570228171069175004959106,574803.508922305190935730934143066406,0.000677983742207288742065429688,0.000000002190063241869211196899,3855,50,202,202,909
1389,,CATCH,16,15,604800.000000000000000000000000000000,3141.926172677033264335477724671364,2,2881,1,0.000000010000000000000000209226,0.000100000000000000004792173602,0.658741000000000020975221559638,658741.000000000000000000000000000000,658741.000000000000000000000000000000,658741.000000000000000000000000000000,34774.383824585500406101346015930176,574803.507493869052268564701080322266,34774.383824570220895111560821533203,574803.508954624412581324577331542969,0.001460755360312759876251220703,0.000000015279510989785194396973,2881,0,0,0,0
1390,,ANCAS,16,15,604800.000000000000000000000000000000,3141.926172677033264335477724671364,2,2881,1,0.000000010000000000000000209226,0.000100000000000000004792173602,0.024380999999999999894306768056,24381.000000000000000000000000000000,24381.000000000000000000000000000000,24381.000000000000000000000000000000,34791.333464667601219844073057174683,118920.356910762755433097481727600098,34791.651121712886379100382328033447,118920.361488621580065228044986724854,0.004577858824632130563259124756,0.317657045285159256309270858765,2878,0,0,0,754
1391,,SBO ANCAS,16,15,604800.000000000000000000000000000000,3141.926172677033264335477724671364,2,2881,1,0.000000010000000000000000209226,0.000100000000000000004792173602,0.117472999999999994091837152155,117473.000000000000000000000000000000,117473.000000000000000000000000000000,117473.000000000000000000000000000000,34791.651121713344764430075883865356,118920.361198452184908092021942138672,34791.651121712886379100382328033447,118920.361488621580065228044986724854,0.000290169395157136023044586182,0.000000000458385329693555831909,3823,34,201,201,925
1392,,CATCH,16,15,604800.000000000000000000000000000000,3141.926172677033264335477724671364,2,2881,1,0.000000010000000000000000209226,0.000100000000000000004792173602,0.656086999999999975763387283223,656087.000000000000000000000000000000,656087.000000000000000000000000000000,656087.000000000000000000000000000000,34791.651121695045731030404567718506,118920.361297005729284137487411499023,34791.651121712886379100382328033447,118920.361478621591231785714626312256,0.000181615861947648227214813232,0.000000017840648069977760314941,2881,0,0,0,0
1393,,ANCAS,16,15,604800.000000000000000000000000000000,3141.926172677033264335477724671364,2,2881,1,0.000000010000000000000000209226,0.000100000000000000004792173602,0.024386999999999998955946267643,24387.000000000000000000000000000000,24387.000000000000000000000000000000,24387.000000000000000000000000000000,34773.928637733501091133803129196167,50590.754049703449709340929985046387,34773.599880671768914908170700073242,50590.757136161955713760107755661011,0.003086458506004419177770614624,0.328757061732176225632429122925,2878,0,0,0,753
1394,,SBO ANCAS,16,15,604800.000000000000000000000000000000,3141.926172677033264335477724671364,2,2881,1,0.000000010000000000000000209226,0.000100000000000000004792173602,0.118079000000000003400835169032,118079.000000000000000000000000000000,118079.000000000000000000000000000000,118079.000000000000000000000000000000,34773.599880673791631124913692474365,50590.756495992471172939985990524292,34773.599880671768914908170700073242,50590.757136161955713760107755661011,0.000640169484540820121765136719,0.000000002022716216742992401123,3813,34,205,205,925
1395,,CATCH,16,15,604800.000000000000000000000000000000,3141.926172677033264335477724671364,2,2881,1,0.000000010000000000000000209226,0.000100000000000000004792173602,0.657785999999999981824316819257,657786.000000000000000000000000000000,657786.000000000000000000000000000000,657786.000000000000000000000000000000,34773.599880633635621052235364913940,50590.756444267055485397577285766602,34773.599880671768914908170700073242,50590.757136161955713760107755661011,0.000691894900228362530469894409,0.000000038133293855935335159302,2881,0,0,0,0
1396,,ANCAS,16,15,604800.000000000000000000000000000000,3133.210209728221343539189547300339,2,2896,1,0.000000010000000000000000209226,0.000100000000000000004792173602,0.025408000000000000029309887850,25408.000000000000000000000000000000,25408.000000000000000000000000000000,25408.000000000000000000000000000000,3512.650684942661428067367523908615,4939.345762216373259434476494789124,3512.397000639828547718934714794159,4939.120187559959049394819885492325,0.225574656414210039656609296799,0.253684302832880348432809114456,2893,0,0,0,579
1397,,SBO ANCAS,16,15,604800.000000000000000000000000000000,3133.210209728221343539189547300339,2,2896,1,0.000000010000000000000000209226,0.000100000000000000004792173602,0.186747999999999997333688384060,186748.000000000000000000000000000000,186748.000000000000000000000000000000,186748.000000000000000000000000000000,3512.397000640046371700009331107140,4939.120367572585564630571752786636,3512.397000639828547718934714794159,4939.120187559959049394819885492325,0.000180012626515235751867294312,0.000000000217823981074616312981,4860,108,385,385,856
1398,,CATCH,16,15,604800.000000000000000000000000000000,3133.210209728221343539189547300339,2,2896,1,0.000000010000000000000000209226,0.000100000000000000004792173602,0.604793000000000025018209726113,604793.000000000000000000000000000000,604793.000000000000000000000000000000,604793.000000000000000000000000000000,3512.397000576093432755442336201668,4939.120370603383889829274266958237,3512.397000639828547718934714794159,4939.120187559959049394819885492325,0.000183043424840434454381465912,0.000000063735114963492378592491,2896,0,0,0,0
1399,,ANCAS,16,15,604800.000000000000000000000000000000,2940.788457897612261149333789944649,2,3076,1,0.000000010000000000000000209226,0.000100000000000000004792173602,0.026932000000000001077582467701,26932.000000000000000000000000000000,26932.000000000000000000000000000000,26932.000000000000000000000000000000,323.376262609314380824798718094826,271226.518044482043478637933731079102,323.482799148368201258563203737140,271226.697701915749348700046539306641,0.179657433705870062112808227539,0.106536539053820433764485642314,3073,0,0,0,628
