Test ID,Test Name,Algorithm Name,numberOfPointsPerSegment,Catch Polynomial Degree,Time Interval[Sec],Segment Size[Sec],Tmin Factor,Number Of Input Points,Number Of Iterations,TOLd[Km],TOLt[Sec],Run Time[Sec],Run Time[Micro],Avg Run Time[Micro],Min Run Time[Micro],TCA Distance[Km],TCA[Sec],Real TCA Distance[Km],Real TCA[Sec],Error Time[Sec],Error Distance[Km],Number of Points Used,FullTolReached,ToldReached,ToldReached,NoRootsFound
45,,CATCH,16,15,604800.000000000000000000000000000000,3141.926172677033264335477724671364,2,2881,1,0.000000010000000000000000209226,0.000100000000000000004792173602,0.667923999999999962184915602847,667924.000000000000000000000000000000,667924.000000000000000000000000000000,667924.000000000000000000000000000000,35423.014505871811707038432359695435,546844.919149806140922009944915771484,35423.014505854545859619975090026855,546844.920041956938803195953369140625,0.000892150797881186008453369141,0.000000017265847418457269668579,2881,0,0,0,0
46,,ANCAS,16,15,604800.000000000000000000000000000000,3141.926172677033264335477724671364,2,2881,1,0.000000010000000000000000209226,0.000100000000000000004792173602,0.024056999999999998524069511063,24057.000000000000000000000000000000,24057.000000000000000000000000000000,24057.000000000000000000000000000000,3314.310099378037193673662841320038,84902.501048510908731259405612945557,3314.517520556311410473426803946495,84902.594569270630017854273319244385,0.093520759721286594867706298828,0.207421178274216799763962626457,2878,0,0,0,779
47,,SBO ANCAS,16,15,604800.000000000000000000000000000000,3141.926172677033264335477724671364,2,2881,1,0.000000010000000000000000209226,0.000100000000000000004792173602,0.117471999999999993091748251572,117472.000000000000000000000000000000,117472.000000000000000000000000000000,117472.000000000000000000000000000000,3314.517520561738820106256753206253,84902.595179101568646728992462158203,3314.517520556311410473426803946495,84902.594569270630017854273319244385,0.000609830938628874719142913818,0.000000005427409632829949259758,3703,40,177,177,919
48,,CATCH,16,15,604800.000000000000000000000000000000,3141.926172677033264335477724671364,2,2881,1,0.000000010000000000000000209226,0.000100000000000000004792173602,0.652406999999999959172214403225,652407.000000000000000000000000000000,652407.000000000000000000000000000000,652407.000000000000000000000000000000,3314.517513704173779842676594853401,84902.595187241575331427156925201416,3314.517520556245017360197380185127,84902.594559286430012434720993041992,0.000627955145318992435932159424,0.000006852071237517520785331726,2881,0,0,0,0
49,,ANCAS,16,15,604800.000000000000000000000000000000,2906.221822325202083447948098182678,2,3121,1,0.000000010000000000000000209226,0.000100000000000000004792173602,0.027411000000000001336486477044,27411.000000000000000000000000000000,27411.000000000000000000000000000000,27411.000000000000000000000000000000,401.476522520862999954260885715485,574190.679872083477675914764404296875,401.596987473659908118861494585872,574190.512430338654667139053344726562,0.167441744823008775711059570312,0.120464952796908164600608870387,3118,0,0,0,639
50,,SBO ANCAS,16,15,604800.000000000000000000000000000000,2906.221822325202083447948098182678,2,3121,1,0.000000010000000000000000209226,0.000100000000000000004792173602,0.186087000000000002408739874227,186087.000000000000000000000000000000,186087.000000000000000000000000000000,186087.000000000000000000000000000000,401.596987474049626598571194335818,574190.512452352093532681465148925781,401.596987473659908118861494585872,574190.512430338654667139053344726562,0.000022013438865542411804199219,0.000000000389718479709699749947,5048,74,393,393,965
51,,CATCH,16,15,604800.000000000000000000000000000000,2906.221822325202083447948098182678,2,3121,1,0.000000010000000000000000209226,0.000100000000000000004792173602,0.678167999999999993043786616909,678168.000000000000000000000000000000,678168.000000000000000000000000000000,678168.000000000000000000000000000000,401.596987510175779334531398490071,574190.512453072238713502883911132812,401.596987473659908118861494585872,574190.512430338654667139053344726562,0.000022733584046363830566406250,0.000000036515871215669903904200,3121,0,0,0,0
52,,ANCAS,16,15,604800.000000000000000000000000000000,3141.926172677033264335477724671364,2,2881,1,0.000000010000000000000000209226,0.000100000000000000004792173602,0.025238000000000000017097434579,25238.000000000000000000000000000000,25238.000000000000000000000000000000,25238.000000000000000000000000000000,502.378562383988082729047164320946,426238.443484803079627454280853271484,502.403933817483846269169589504600,426238.460156963788904249668121337891,0.016672160709276795387268066406,0.025371433495763540122425183654,2878,0,0,0,594
53,,SBO ANCAS,16,15,604800.000000000000000000000000000000,3141.926172677033264335477724671364,2,2881,1,0.000000010000000000000000209226,0.000100000000000000004792173602,0.169816999999999995729638158082,169817.000000000000000000000000000000,169817.000000000000000000000000000000,169817.000000000000000000000000000000,502.403933817656195515155559405684,426238.460096066817641258239746093750,502.403933817483846269169589504600,426238.460156963788904249668121337891,0.000060896971262991428375244141,0.000000000172349245985969901085,4635,79,364,364,880
54,,CATCH,16,15,604800.000000000000000000000000000000,3141.926172677033264335477724671364,2,2881,1,0.000000010000000000000000209226,0.000100000000000000004792173602,0.608694999999999986073362379102,608695.000000000000000000000000000000,608695.000000000000000000000000000000,608695.000000000000000000000000000000,502.403933843416893978428561240435,426238.460099982330575585365295410156,502.403933817483164148143259808421,426238.460150102211628109216690063477,0.000050119881052523851394653320,0.000000025933729830285301432014,2881,0,0,0,0
55,,ANCAS,16,15,604800.000000000000000000000000000000,3141.926172677033264335477724671364,2,2881,1,0.000000010000000000000000209226,0.000100000000000000004792173602,0.024262999999999999845012865762,24263.000000000000000000000000000000,24263.000000000000000000000000000000,24263.000000000000000000000000000000,34782.094622610908118076622486114502,139755.001260274497326463460922241211,34781.882308377927984111011028289795,139755.001565616374136880040168762207,0.000305341876810416579246520996,0.212314232980133965611457824707,2878,0,0,0,765
56,,SBO ANCAS,16,15,604800.000000000000000000000000000000,3141.926172677033264335477724671364,2,2881,1,0.000000010000000000000000209226,0.000100000000000000004792173602,0.108288999999999996370902977105,108289.000000000000000000000000000000,108289.000000000000000000000000000000,108289.000000000000000000000000000000,34781.882308380518225021660327911377,139755.000826175528345629572868347168,34781.882308377927984111011028289795,139755.001565616374136880040168762207,0.000739440845791250467300415039,0.000000002590240910649299621582,3734,33,192,192,926
57,,CATCH,16,15,604800.000000000000000000000000000000,3141.926172677033264335477724671364,2,2881,1,0.000000010000000000000000209226,0.000100000000000000004792173602,0.657158000000000019902302028640,657158.000000000000000000000000000000,657158.000000000000000000000000000000,657158.000000000000000000000000000000,34781.882308508655114565044641494751,139755.000795454106992110610008239746,34781.882308377920708153396844863892,139755.001585614052601158618927001953,0.000790159945609048008918762207,0.000000130734406411647796630859,2881,0,0,0,0
58,,ANCAS,16,15,604800.000000000000000000000000000000,3141.926172677033264335477724671364,2,2881,1,0.000000010000000000000000209226,0.000100000000000000004792173602,0.024132000000000000672351063713,24132.000000000000000000000000000000,24132.000000000000000000000000000000,24132.000000000000000000000000000000,18109.129829736073588719591498374939,212301.251354562613414600491523742676,18109.673752792194136418402194976807,212301.235134442860726267099380493164,0.016220119752688333392143249512,0.543923056120547698810696601868,2878,0,0,0,797
59,,SBO ANCAS,16,15,604800.000000000000000000000000000000,3141.926172677033264335477724671364,2,2881,1,0.000000010000000000000000209226,0.000100000000000000004792173602,0.090986999999999998434141446069,90987.000000000000000000000000000000,90987.000000000000000000000000000000,90987.000000000000000000000000000000,18109.673752816925116349011659622192,212301.237554998486302793025970458984,18109.673752792194136418402194976807,212301.235134442860726267099380493164,0.002420555625576525926589965820,0.000000024730979930609464645386,3604,30,161,161,929
